Origin Paper,Snowballing Type,Reference,Title,Abstract,External Link,DOI,Status,selection_criteria
5,Backward,"Jens Knodel, Dirk Muthig, Uwe Haury, and Gerald Meier. 2008. Architecture Compliance Checking - Experiences from Successful Technology Transfer to Industry. In 12th European Conference on Software Maintenance and Reengineering (CSMR). 43--52. 10.1109/CSMR.2008.4493299",Architecture Compliance Checking - Experiences from Successful Technology Transfer to Industry.,"New ideas and concepts emerging from research have to be accepted by industrial stakeholders before they are used in product development. In this paper, we present our lessons learned and experiences gained from transferring a reverse engineering technology - architecture compliance checking - to Testo AG, one of the world's leading suppliers of portable measurement devices for industry and emission business. Testo develops a product line of climate and flue gas measurement devices and uses architecture compliance checking as the means to ensure consistency between the specified reference architecture and the implemented products. After delivery of more than a dozen products to the market, we present how architecture compliance checking has been transferred and how it became one instrument for ensuring the high quality of Testo products.",,https://doi.org/10.1109/CSMR.2008.4493299,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
5,Backward,"Gail Murphy, David Notkin, and Kevin Sullivan. 1995. Software Reflexion Models: Bridging the Gap Between Source and High-Level Models. In 3rd Symposium on Foundations of Software Engineering(FSE). 18--28. 10.1145/222124.222136",Software Reflexion Models: Bridging the Gap Between Source and High-Level Models.,,,https://doi.org/10.1145/222132.222136,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
5,Backward,"Ricardo Terra and Marco Tulio Valente. 2008. Verificação Estática de Arquiteturas de Software utilizando Restrições de Dependência. In II Simpósio Brasileiro de Componentes, Arquiteturas e Reutilização de Software (SBCARS). 24--37.",Verificação Estática de Arquiteturas de Software utilizando Restrições de Dependência.,"Este artigo descreve um sistema para verificação estática de arquiteturas de software que permite a arquitetos restringir o espectro de dependências possíveis em um dado sistema. O objetivo principal é permitir a definição de dependências aceitáveis e inaceitáveis de acordo com a arquitetura planejada de um sistema. Uma vez definidas, tais restrições são automaticamente verificadas por uma ferramenta, evitando assim erosões silenciosas na arquitetura. O artigo também apresenta resultados da aplicação da linguagem de restrição de dependência proposta em um sistema de gerenciamento de recursos humanos, com cerca de 240 KLOC. Como resultado, a abordagem proposta foi capaz de detectar diversas violações na arquitetura desse sistema.",,https://doi.org/10.5753/sbcars.2008.46220,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
6,Forward,"ADAMS, Lauren et al. Evolution and anti-patterns visualized: Microprospect in microservice architecture. In: European Conference on Software Architecture. Cham: Springer Nature Switzerland, 2023. p. 309-325.",Evolution and anti-patterns visualized: Microprospect in microservice architecture,"A microservice architecture has become the dominant direction for designing the building blocks of large-scale, distributed software systems. However, the dynamic and changing microservices within decentralized systems in contrast to available static tracing tools presents challenges for comprehending its impact on the overall architecture. Existing tracing tools uncover service call graphs but have limitations in visualizing historical changes; moreover, they are not meant to aid with architecture assessment where developers seek potential design anomalies. With the ever-growing system complexity, developers likely resort to focusing on specific subsets of the system, especially given the lack of tools to analyze the impacts of system evolution. To address these challenges, we introduce the MicroProspect tool that provides a high-level, holistic visual perspective on the system’s service view, tracks its structural changes throughout system evolution, and detects and visualizes anti-patterns that could lead to architectural degradation.",,https://doi.org/10.1007/978-3-031-66326-0_19,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
6,Forward,"ABDELFATTAH, Amr S. et al. Assessing evolution of microservices using static analysis. Applied Sciences, v. 14, n. 22, p. 10725, 2024.",Assessing evolution of microservices using static analysis.,"Microservices have gained widespread adoption in enterprise software systems because they encapsulate the expertise of specific organizational subunits. This approach offers valuable insights into internal processes and communication channels. The advantage of microservices lies in their self-contained nature, streamlining management and deployment. However, this decentralized approach scatters knowledge across microservices, making it challenging to grasp the holistic system. As these systems continually evolve, substantial changes may affect not only individual microservices but the entire system. This dynamic environment increases the complexity of system maintenance, emphasizing the need for centralized assessment methods to analyze these changes. This paper derives and introduces quantification metrics to serve as indicators for investigating system architecture evolution across different system versions. It focuses on two holistic viewpoints of inter-service interaction and data perspectives derived through static analysis of the system’s source code. The approach is demonstrated with a case study using established microservice system benchmarks.",,https://doi.org/10.3390/app142210725,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
7,Backward,"Mulo, E., et al.: Domain-specific language for event-based compliance monitoring in process-driven SOAs. SOCA 7(1), 59–73 (2013). https://doi.org/10.1007/s11761-012-0121-3",Domain-specific language for event-based compliance monitoring in process-driven SOAs.,"Organizations today are required to adhere to a number of compliance concerns from laws, regulations and policies. Compliance is achieved through defining and implementing so-called controls in the organizations’ business processes. Organizations that build their systems based on the process-driven SOA paradigm realize business processes through orchestration of services to handle the process’ business activities. These business activities or groups of business activities in some cases realize the compliance controls. We propose an approach for implementing event-based compliance monitoring infrastructure that observes such business processes to verify that compliance is indeed adhered to. Our approach is essentially a model-driven technique for realizing this infrastructure. We implement a domain-specific language for specification of compliance directives, and we include code generation templates to generate compliance monitoring code, which is leveraged by complex event processing components to monitor for compliance. We evaluate the impact of our approach on the effort and productivity of a developer who is specifying compliance directives.",,https://doi.org/10.1007/s11761-012-0121-3,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
7,Backward,"Ackermann, C., et al.: Towards behavioral reflexion models. In: Software Reliability Engineering, ISSRE 2009, pp. 175–184. IEEE, November 2009",Towards behavioral reflexion models.,"Software architecture has become essential in the struggle to manage today's increasingly large and complex systems. Software architecture views are created to capture important system characteristics on an abstract and, thus, comprehensible level. As the system is implemented and later maintained, it often deviates from the original design specification. Such deviations can have implication for the quality of the system, such as reliability, security, and maintainability. Software architecture compliance checking approaches, such as the reflexion model technique, have been proposed to address this issue by comparing the implementation to a model of the systems' architecture design. However, architecture compliance checking approaches focus solely on structural characteristics and ignore behavioral conformance. This is especially an issue in Systems-of-Systems. Systems-of-Systems (SoS) are decompositions of large systems, into smaller systems for the sake of flexibility. Deviations of the implementation to its behavioral design often reduce the reliability of the entire SoS. An approach is needed that supports the reasoning about behavioral conformance on architecture level.In order to address this issue, we have developed an approach for comparing the implementation of a SoS to an architecture model of its behavioral design. The approach follows the idea of reflexion models and adopts it to support the compliance checking of behaviors. In this paper, we focus on sequencing properties as they play an important role in many SoS. Sequencing deviations potentially have a severe impact on the SoS' correctness and qualities. The desired behavioral specification is defined in UML sequence diagram notation and behaviors are extracted from the SoS implementation. The behaviors are then mapped to the model of the desired behavior and the two are compared. Finally, a reflexion model is constructed that shows the deviations between behavioral design and implementation. This paper discusses the approach and shows how it can be applied to investigate reliability issues in SoS.",,https://doi.org/10.1109/ISSRE.2009.27,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
7,Forward,"MARTÍN, Daniel San; ANGULO, Guisella; DE CAMARGO, Valter Vieira. A MAPE-K-Based Method for Architectural Conformance Checking in Self-Adaptive Systems. arXiv preprint arXiv:2401.16382, 2024.",A MAPE-K-Based Method for Architectural Conformance Checking in Self-Adaptive Systems.,"Self-adaptive systems (SASs) adjust their behavior at runtime in response to internal or external change. The MAPE-K model, which includes Monitors, Analyzers, Planners, Executors, and shared Knowledge, is a reference for structuring feedback loops. As SASs evolve, implementations can drift from the intended MAPE-K architecture, compromising planned quality attributes. Architectural Conformance Checking (ACC) addresses this risk by comparing the current implementation to a specification of the architecture. General purpose ACC techniques are flexible, but lack SAS specific semantics, leading to ambiguous specifications and missed violations. We present REMEDY, an ACC approach designed for MAPE-K based SASs. REMEDY provides three elements: a domain specific language for expressing planned architectures in MAPE-K terms, a tool that extracts the implemented architecture, and a conformance engine that reports violations. By encoding SAS domain rules and reusing MAPE-K abstractions, REMEDY reduces specification effort and lowers error rates relative to general ACC. We evaluate REMEDY through a robotic SAS case study and a controlled experiment with software engineering students. Results show higher modeling productivity and effective detection of architectural drift, supporting more reliable verification of conformance to the MAPE-K reference model.",,https://doi.org/10.48550/arXiv.2401.16382,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
7,Forward,"SAN MARTÍN SANTIBÁÑEZ, Daniel Gustavo; CAMARGO, Valter; ANGULO, Guisella. Architecture Conformance Checking for Self-Adaptive Systems. Available at SSRN 5174803.",Architecture Conformance Checking for Self-Adaptive Systems.,"Self-Adaptive Systems (SASs) are increasingly deployed in critical domains such as healthcare, finance, autonomous vehicles, and smart cities. Ensuring their architectural trustworthiness is essential for maintaining system stability and quality attributes over time. Since SAS architectures are inherently complex, reference models such as MAPE-K have been proposed to guide their design, emphasizing the Feedback Loop as a central component. MAPE-K prescribes abstractions and communication rules that, when preserved, enhance system maintainability, comprehensibility, and conformance. However, maintenance activities often introduce deviations, leading to architectural erosion and loss of compliance with the reference model. Architectural Conformance Checking (ACC) addresses this issue by verifying whether a system's implementation aligns with its Planned Architecture (PA) or a reference model like MAPE-K. In this paper, we introduce REMEDY, a tailored ACC approach for SASs that consists of three key components:(i) A domain-specific language (DSL) for specifying planned architectures based on MAPE-K abstractions; (ii) A tool for recovering the system’s current architecture (CA); (iii) A conformance checking process that detects and visualizes architectural deviations. We evaluate REMEDY by comparing its SAS-specific DSL with a general-purpose DSL, demonstrating higher productivity and precision in architectural specification. Additionally, REMEDY effectively identifies and facilitates the correction of non-conformance issues, thereby improving the maintainability and architectural trustworthiness of adaptive systems.",,https://dx.doi.org/10.2139/ssrn.5174803,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
8,Backward,"Brogi, A., Neri, D., Soldani, J., et al.: Freshening the air in microservices: resolving architectural smells via refactoring. In: Yangui, S. (ed.) ICSOC 2019. LNCS, vol. 12019, pp. 17–29. Springer, Cham (2020). https://doi.org/10.1007/978-3-030-45989-5_2",Freshening the air in microservices: resolving architectural smells via refactoring.,"The adoption of microservice-based architectures is becoming common practice for enterprise applications. Checking whether an application adheres to the main design principles of microservices, and —if not— understanding how to refactor it, are two key issues in that context. In this paper, we present a methodology to systematically identify the architectural smells that possibly violate the main design principles of microservices, and to select suitable architectural refactorings to resolve them. We also present a prototype implementing the methodology, based on a novel representation of microservices in TOSCA.",,https://doi.org/10.1007/978-3-030-45989-5_2,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
8,Forward,"DANIEL, João et al. Towards the detection of microservice patterns based on metrics. In: 2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA). IEEE, 2023. p. 132-139.",Towards the detection of microservice patterns based on metrics.,"Microservices is a popular architectural approach for complex systems in companies, despite its nature of decentralization. There is a comprehensive set of microservices architectural patterns that guides implementations and helps developers to overcome issues. However, the community still scarcely adopts these patterns and only has a theoretical understanding of them. In this work, in order to increase awareness of such patterns and provide aid to developers to better understand an architecture based on microservices, we propose a detection approach based on metrics for microservices patterns. We focused on structural or architectural patterns, and implemented detection for five of them. We conducted two case studies with real-world applications and evaluated the accuracy and applicability of our approach with the developers of those applications.",,https://doi.org/10.1109/SEAA60479.2023.00029,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
9,Backward,"J. Garcia, D. Popescu, C. Mattmann, N. Medvidovic, and Yuanfang Cai, “Enhancing architectural recovery using concerns,” in 2011 26th IEEE/ACM International Conference on Automated Software Engineering (ASE 2011), 2011, pp. 552 - 555.",Enhancing architectural recovery using concerns,"Architectures of implemented software systems tend to drift and erode as they are maintained and evolved. To properly understand such systems, their architectures must be recovered from implementation-level artifacts. Many techniques for architectural recovery have been proposed, but their degrees of automation and accuracy remain unsatisfactory. To alleviate these shortcomings, we present a machine learning-based technique for recovering an architectural view containing a system's components and connectors. Our approach differs from other architectural recovery work in that we rely on recovered software concerns to help identify components and connectors. A concern is a software system's role, responsibility, concept, or purpose. We posit that, by recovering concerns, we can improve the correctness of recovered components, increase the automation of connector recovery, and provide more comprehensible representations of architectures.",,https://doi.org/10.1109/ASE.2011.6100123,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
10,Forward,"ABDELFATTAH, Amr S. et al. Semantic dependency in microservice architecture. In: 2025 IEEE/ACM 22nd International Conference on Software and Systems Reuse (ICSR). IEEE, 2025. p. 44-54.",Semantic dependency in microservice architecture.,"Microservices have been a key architectural approach for over a decade, transforming system design by promoting decentralization and allowing development teams to work independently on specific microservices. While loosely coupled microservices are ideal, dependencies between them are inevitable. Often, these dependencies go unnoticed by development teams. Although syntactic dependencies can be identified, tracking semantic dependencies — when multiple microservices share similar logic — poses a greater challenge. As systems evolve, changes made to one microservice can trigger ripple effects, jeopardizing system consistency and requiring updates to dependent services, which increases maintenance and operational complexity. Effectively tracking different types of dependencies across microservices is essential for anticipating the impact of such changes. This paper introduces the Semantic Dependency Matrix as an instrument to address these challenges from a semantic perspective. We propose an automated approach to extract and represent these dependencies and demonstrate its effectiveness through a case study. This paper takes a step further by demonstrating the significance of semantic dependencies, even in cases where there are no direct dependencies between microservices. It shows that these hidden dependencies can exist independently of endpoint or data dependencies, revealing critical connections that might otherwise be overlooked.",,https://doi.org/10.1109/ICSR66718.2025.00011,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
10,Backward,"Lindvall M, Tesoriero R, Costa P (2002) Avoiding architectural degeneration: an evaluation process for software architecture In: Proceedings Eighth IEEE Symposium on Software Metrics, 77–86.. IEEE Computer Society, Los Alamitos.",Avoiding architectural degeneration: an evaluation process for software architecture,"Software systems undergo constant change causing the architecture of the system to degenerate over time. Redirecting development effort toward reversing system degeneration takes extra effort and delays the release of the next version. The value of an improved architecture is clear to technical staff, but it is often difficult to convince upper management that the extra effort is necessary. Improved architecture is intangible and does not translate into visible user features that can be marketed. Due to a lack of representative metrics, technical staff has problems arguing that stopping degeneration is indeed necessary and that the effort will result in an improved architecture that will pay off. We believe that architectural metrics would give technical staff better tools to argue their case. This paper defines and uses a set of architectural metrics and outlines a process for analyzing architecture to support such an argument. The paper reports on a case study from a project where we restructured the architecture of an existing client-server system written in Java while adding new functionality. The modules of the existing version of the system were ""library-oriented"" and had a disorganized communication structure. The new architecture is based on components and utilizes the mediator design pattern. The goal of the study is to evaluate the new architecture from a maintainability perspective.",,https://doi.org/10.1109/METRIC.2002.1011327,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
10,Forward,"MOREIRA, Mateus Gabi; DE FRANÇA, Breno Bernard Nicolau. Analysis of microservice evolution using cohesion metrics. In: Proceedings of the 16th Brazilian Symposium on Software Components, Architectures, and Reuse. 2022. p. 40-49.",Analysis of microservice evolution using cohesion metrics.,"The adoption of Microservices Architecture (MSA) has increased in recent years due to several claimed benefits, such as reducing deployment complexity, supporting technology diversity, and better scalability. However, MSA is not free from maintainability issues, especially the lack of cohesion, in which microservices possibly concentrate or miss responsibilities. Also, the lack of empirically-validated cohesion metrics for MSA makes the quantitative assessment even more challenging. In this paper, we empirically explore the practical applicability of service-level cohesion metrics in an open-source MSA application context. The qualitative results show the possibility of assessing MSA cohesion using these service-level metrics, the feasibility of tracking software evolution, and an indication of possible technical debts along the way.",,https://doi.org/10.1145/3559712.3559716,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
10,Forward,"GINTORO, Gintoro; NUGROHO, Eko Cahyo. Evaluating maintainability metrics in microservices-based student registration systems. Bulletin of Electrical Engineering and Informatics, v. 14, n. 6, p. 4701-4712, 2025.",Evaluating maintainability metrics in microservices-based student registration systems.,"As governments redefine educational policy and schools evolve their priorities, more schools must have software that recalibrates with minimal friction. To provide objective guidelines, this study rigorously measures maintainability attributes in a microservices-styled student registration platform, framing the assessment with the ISO/IEC 25010 maintainability specification. We steered each of the standard's maintainability sub-characteristics into defined quantitative constructs, executed in the context of a production microservices topology. Architectural and behavioural views were analysed using Structure101 in static tool runs, and unified modeling language (UML) model inspection anchored the derivation of key metrics, ensuring that stakeholder-defined structures and live microservices concurrency both shaped the evaluation. Results indicate moderate system modularity with average component dependency (ACD) of 2.14, propagation cost (PC) of 10.2%, and identification of one non-trivial cycle group involving three classes. Cohesion analysis revealed structural improvement opportunities in core classes such as admin and candidate lack of cohesion in methods 4 (LCOM4)â‰¥2). The inheritance structure shows optimal characteristics with shallow depth (depth of inheritance tree (DIT)â‰¤1), and controlled breadth (number of children (NOC)=2), supporting both analyzability and modifiability. These findings provide actionable insights for enhancing system maintainability in microservices architectures, particularly for educational domain applications requiring frequent policy adaptations.",,https://doi.org/10.11591/eei.v14i6.10457,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
10,Forward,"ABDELFATTAH, Amr S.; CERNY, Tomas. Roadmap to reasoning in microservice systems: a rapid review. Applied Sciences, v. 13, n. 3, p. 1838, 2023.",Roadmap to reasoning in microservice systems: a rapid review.,"Understanding software systems written by others is often challenging. When we want to assess systems to reason about them, i.e., to understand dependencies, analyze evolution trade-offs, or to verify conformance to the original blueprint, we must invest broad efforts. This becomes difficult when considering decentralized systems. Microservice-based systems are mainstream these days; however, to observe, understand, and manage these systems and their properties, we are missing fundamental tools that would derive various simplified system abstract perspectives. Microservices architecture characteristics yield many advantages to system operation; however, they bring challenges to their development and deployment lifecycles. Microservices urge a system-centric perspective to better reason about the system evolution and its quality attributes. This process review paper considers the current system analysis approaches and their possible alignment with automated system assessment or with human-centered approaches. We outline the necessary steps to accomplish holistic reasoning in decentralized microservice systems. As a contribution, we provide a roadmap for analysis and reasoning in microservice-based systems and suggest that various process phases can be decoupled through the introduction of system intermediate representation as the trajectory to provide various system-centered perspectives to analyze various system aspects. Furthermore, we cover different technical-based reasoning strategies and metrics in addition to the human-centered reasoning addressed through alternative visualization approaches. Finally, a system evolution is discussed from the perspective of such a reasoning process to illustrate the impact analysis evaluation over system changes.",,https://doi.org/10.3390/app13031838,Rejected,"Secondary studies, such as Systematic Literature Reviews (SLRs), Mapping Studies (SMS), Multivocal Reviews (MLRs), or surveys."
10,Forward,"ABDELFATTAH, Amr S. et al. Semantic Dependency in Microservice Architecture: A Framework for Definition and Detection. arXiv preprint arXiv:2501.11787, 2025.",Semantic Dependency in Microservice Architecture: A Framework for Definition and Detection.,"Microservices have been a key architectural approach for over a decade, transforming system design by promoting decentralization and allowing development teams to work independently on specific microservices. While loosely coupled microservices are ideal, dependencies between them are inevitable. Often, these dependencies go unnoticed by development teams. Although syntactic dependencies can be identified, tracking semantic dependencies - when multiple microservices share similar logic - poses a greater challenge. As systems evolve, changes made to one microservice can trigger ripple effects, jeopardizing system consistency and requiring updates to dependent services, which increases maintenance and operational complexity. Effectively tracking different types of dependencies across microservices is essential for anticipating the impact of such changes. This paper introduces the Semantic Dependency Matrix as an instrument to address these challenges from a semantic perspective. We propose an automated approach to extract and represent these dependencies and demonstrate its effectiveness through a case study. This paper takes a step further by demonstrating the significance of semantic dependencies, even in cases where there are no direct dependencies between microservices. It shows that these hidden dependencies can exist independently of endpoint or data dependencies, revealing critical connections that might otherwise be overlooked.",,https://doi.org/10.48550/arXiv.2501.11787,Rejected,Duplicated
11,Backward,"D. Quartel and M. van Sinderen, “On interoperability and conformance assessment in service composition,” in 11th IEEE International Enterprise Distributed Object Computing Conference (EDOC 2007), 2007, pp. 229–229.",On interoperability and conformance assessment in service composition,"The process of composing a service from other services typically involves multiple models. These models may represent the service from distinct perspectives, e.g., to model the different roles of systems involved in the service, and at distinct abstraction levels, e.g., to model the service's capability, interface or the orchestration that implements the service. The consistency among these models needs to be maintained in order to guarantee the correctness of the composition process. Two types of consistency relations are distinguished: interoperability, which concerns the ability of different roles to interoperate, and conformance, which concerns the correct implementation of an abstract model by a more concrete model. This paper discusses the need for and use of techniques to assess interoperability and conformance in a service composition process. The paper shows how these consistency relations can be described and analysed using concepts from the COSMO framework. Examples are presented to illustrate how interoperability and conformance can be assessed.",,https://doi.org/10.1109/EDOC.2007.11,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
12,Backward,"E. Ntentos, U. Zdun, K. Plakidas, P. Genfer, S. Geiger, S. Meixner, and W. Hasselbring, “Detector-based component model abstraction for microservice-based systems,” Computing, vol. 103, pp. 2521–2551, August 2021. [Online]. Available: http://eprints.cs.univie.ac.at/6926/",Detector-based component model abstraction for microservice-based systems,"One of the chief problems in software architecture is avoiding architecture model drift and erosion in all kinds of complex software systems. Microservice-based systems introduce new challenges in this context, as they often use a large variety of technologies in their latest iteration, and are changed and released very frequently. Existing solutions that can be used to reconstruct architecture models fall short in addressing these new challenges, as they cannot easily cope with continuous evolution, their accuracy is too low, and highly polyglot settings are not supported well. In this work, we report on a research study aiming to design a highly accurate architecture model abstraction approach for comprehending component architecture models of highly polyglot systems that can cope with continuous evolution. After analyzing the results of related studies, we found two possible architecture model abstraction approaches that meet the requirements of our study: an opportunistic, and a reusable semi-automatic detector-based approach. We have conducted an empirical case study for validation and comparison of the two approaches. We conclude that both detector approaches are feasible. In our case study, the reusable approach breaks even in terms of time and effort needed for establishing reuse, if modest reuse of detectors is possible, and is producing slightly more high quality and evolution-stable solutions than the opportunistic approach.",,https://doi.org/10.1007/s00607-021-01002-z,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
13,Forward,"BISWAS, Priom et al. Continuous evaluation of consistency in software architecture models. In: European Conference on Software Architecture. Cham: Springer Nature Switzerland, 2023. p. 141-149.",Continuous evaluation of consistency in software architecture models.,"Ensuring consistency between architectural models in software-intensive systems is challenging; hence, this paper presents an industry-oriented solution for the continuous evaluation of the consistency of architecture models aligned with CI/CD pipelines. We evaluated our solution using a concept car to demonstrate its viability and how architectural consistency checking can be automated.",,https://doi.org/10.1007/978-3-031-42592-9_10,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
18,Backward,"Rosik, J., Le Gear, A., Buckley, J., Babar, M. A., Connolly, D.: Assessing architectural drift in commercial software development: a case study. Softw. Pract. Exp. 41(1), 63–86 (2011)",Assessing architectural drift in commercial software development: a case study.,"Objectives: Software architecture is perceived as one of the most important artefacts created during a system's design. However, implementations often diverge from their intended architectures: a phenomenon called architectural drift. The objective of this research is to assess the occurrence of architectural drift in the context of de novo software development, to characterize it, and to evaluate whether its detection leads to inconsistency removal. Method: An in vivo, longitudinal case study was performed during the development of a commercial software system, where an approach based on Reflexion Modelling was employed to detect architectural drift. Observation and think-aloud data, captured during the system's development, were assessed for the presence and types of architectural drift. When divergences were identified, the data were further analysed to see if identification led to the removal of these divergences. Results: The analysed system diverged from the intended architecture, during the initial implementation of the system. Surprisingly however, this work showed that Reflexion Modelling served to conceal some of the inconsistencies, a finding that directly contradicts the high regard that this technique enjoys as an architectural evaluation tool. Finally, the analysis illustrated that detection of inconsistencies was insufficient to prompt their removal, in the small, informal team context studied. Conclusions: Although the utility of the approach for detecting inconsistencies was demonstrated in most cases, it also served to hide several inconsistencies and did not act as a trigger for their removal. Hence additional efforts must be taken to lessen architectural drift and several improvements in this regard are suggested. ",,https://doi.org/10.1002/spe.999,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
18,Backward,"Baum, D., Dietrich, J., Anslow, C., Müller, R.: Visualizing design erosion: how big balls of mud are made. In: 2018 IEEE Working Conference on Software Visualization (VISSOFT), pp. 122–126. IEEE (2018)",Visualizing design erosion: how big balls of mud are made.,"Software systems are not static, they have to undergo frequent changes to stay fit for purpose, and in the process of doing so, their complexity increases. It has been observed that this process often leads to the erosion of the systems design and architecture and with it, the decline of many desirable quality attributes, such as maintainability. This process can be captured in terms of antipatterns - atomic violations of widely accepted design principles. We present a visualisation that exposes the design of evolving Java programs, highlighting instances of selected antipatterns including their emergence and cancerous growth. This visualisation assists software engineers and architects in assessing, tracing and therefore combating design erosion. We evaluated the effectiveness of the visualisation in four case studies with ten participants.",,https://doi.org/10.1109/VISSOFT.2018.00022,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
18,Backward,"Whiting, E., Andrews, S.: Drift and erosion in software architecture: summary and prevention strategies. In: Proceedings of the 2020 the 4th International Conference on Information System and Data Mining, pp. 132–138 (2020)",Drift and erosion in software architecture: summary and prevention strategies.,"Disciplined practice of software architecture, and the broader encompassing discipline of software design, is fundamental to a project's success in every stage of the software life cycle. Choosing and implementing an appropriate architecture maximizes team velocity by structuring a project to meet business needs and adhere to quality standards. One enemy of good architecture is architecture drift, where software systems implement an architecture that is not specified. Even worse, architecture erosion threatens projects in the form of design decisions that violate prescriptive architecture as well as quality attributes. In this paper, we will discuss the importance of a reliable architecture, the symptoms of architecture drift and erosion, and some of the existing tools and methods used to combat them.",,https://doi.org/10.1145/3404663.3404665,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
19,Backward,"Uzun B., Tekinerdogan B. Architecture conformance analysis using model-based testing. Softw Pract Expe. 2019;49(3):423-448.",Architecture conformance analysis using model-based testing.,"Context: The architectural drift problem defines the discrepancy between the architecture description and the code. Deviations of the code from the architecture can occur if architectural constraints as defined in the architectural models are not implemented in the code. For large-scale systems, manually checking the consistency of the architecture with the code is not trivial and cumbersome. Objective: The overall objective of this paper is to propose and analyze the effectiveness and practicality of an architecture conformance analysis approach using model-based testing (ACAMBT) approach for checking the consistency between architectural models and the code. Hereby, we consider the case whereby the architecture is assumed correct, and the code needs to align with the architecture. Method: We propose a model-based testing that uses architectural views to automatically derive test cases for checking the architectural constraints in the code. We have evaluated the approach and the corresponding toolset for a real industrial case study using a systematic case study protocol. Further, we have adopted exhaustive fault-injection techniques to detect the constraint violations. Results: The evaluation of the approach on real code showed that deviations with the architectural constraints could be easily detected in the code. Conclusion: We can conclude that ACAMBT is effective for identifying inconsistencies between the architecture views and the code for the defined view constraints. Our survey study with practitioners showed that adopting the ACAMBT approach is practical and easy to use. The approach as such can be considered as a complimentary tool to the existing testing and reflexion modeling approaches.",,https://doi.org/10.1002/spe.2667,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,"Mendoza C., Bocanegra J., Garcés K., Casallas R. Architecture violations detection and visualization. Softw Pract Expe. 2021;51(8):1822-1845.",Architecture violations detection and visualization.,"New code in projects can introduce violations that deviate the code implementation from the intended architecture. This process is known as architecture erosion. In this article, we propose an approach for recovering the implemented architecture, and detecting violations when comparing it with the intended architecture. Given a code repository, the continuous integration pipeline calls the solution to detect the incidences of architecture violations as well as some quality and social metrics. This data is presented in metric-centered views that help development teams to manage architecture erosion. Our approach is based on model-driven engineering techniques since models serve to represent the code, and a model-based pattern language helps us to automate the search for violation occurrences and execute corresponding actions (e.g., creation/assignment of issues). We confirm the approach benefits in a real project implemented by a software developing company, in a sample project available on the internet, and in a software development course, including 20 projects, where every single project decreases its architecture violations density through time.",,https://doi.org/10.1002/spe.3004,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,"Ton That M.T., Sadou S., Oquendo F., Fleurquin R. Preserving architectural decisions through architectural patterns. Autom Softw Eng. 2016;23(3):427-467.",Preserving architectural decisions through architectural patterns.,"Architectural decisions have emerged as a means to maintain the quality of the architecture during its evolution. One of the most important decisions made by architects are those about the design approach such as the use of patterns or styles in the architecture. The structural nature of this type of decisions give them the potential to be controlled systematically. In the literature, there are some works on the automation of architectural decision violation checking. In this paper we show that these works do not allow to detect all possible architectural decision violations. To solve this problem we propose an approach which: (i) describes architectural patterns that hold the architectural decision definition, (ii) integrates architectural decisions into an architectural model and, (iii) automates the architectural decision conformance checking. The approach is implemented using Eclipse modeling framework and its accompanying technologies. Starting from well-known architectural patterns, we show that we can formalize all those related to the structural aspect. Through two evaluations, we show that our approach can be adapted to different architecture paradigms and allows to detect more violations comparing to the existing approaches.",,https://doi.org/10.1007/s10515-014-0172-0,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
